train/value_loss,train/n_updates,train/entropy_loss,time/iterations,time/total_timesteps,time/fps,train/reward,train/policy_loss,train/std,train/learning_rate,time/time_elapsed,train/explained_variance
0.8803718686103821,99,-41.37445068359375,100,500,225,0.20926876,-17.270814895629883,1.0079264640808105,0.0007,2,-0.08848977088928223
1.1077640056610107,199,-41.387088775634766,200,1000,236,-0.83620393,16.864883422851562,1.0083441734313965,0.0007,4,0.08527779579162598
25.36447525024414,299,-41.412254333496094,300,1500,235,4.1716747,-199.53208923339844,1.0093122720718384,0.0007,6,-0.01671004295349121
90.98786926269531,399,-41.45758819580078,400,2000,242,-2.6449635,354.04559326171875,1.0109498500823975,0.0007,8,0.0
82.25660705566406,499,-41.43821334838867,500,2500,245,-6.6481175,322.8118896484375,1.0103375911712646,0.0007,10,2.980232238769531e-07
17.22115707397461,599,-41.498756408691406,600,3000,244,-0.18800993,157.58140563964844,1.0122565031051636,0.0007,12,0.04159945249557495
2.587132692337036,699,-41.588958740234375,700,3500,245,-3.0933318,-47.04597091674805,1.0157225131988525,0.0007,14,0.04363358020782471
3.016925811767578,799,-41.62974548339844,800,4000,245,-1.4996308,61.00638961791992,1.0171436071395874,0.0007,16,-1.1920928955078125e-07
8.468793869018555,899,-41.67048645019531,900,4500,247,0.9137792,113.46490478515625,1.018476128578186,0.0007,18,-0.08234262466430664
2.1957788467407227,999,-41.71100616455078,1000,5000,248,-9.740071,-44.03153610229492,1.0200207233428955,0.0007,20,0.0
21.767515182495117,1099,-41.748512268066406,1100,5500,249,2.5062208,-177.9831085205078,1.0214297771453857,0.0007,22,5.960464477539063e-08
18.483932495117188,1199,-41.81547546386719,1200,6000,248,-0.14473027,-162.9099884033203,1.0235595703125,0.0007,24,-3.5762786865234375e-07
4.647992134094238,1299,-41.89216613769531,1300,6500,249,-3.8501124,24.87409019470215,1.0262855291366577,0.0007,26,-0.007127523422241211
7.340614318847656,1399,-41.909446716308594,1400,7000,250,0.6261509,98.52583312988281,1.026835322380066,0.0007,27,-1.1920928955078125e-07
81.02421569824219,1499,-41.991943359375,1500,7500,251,0.08122036,-294.53118896484375,1.0298726558685303,0.0007,29,-1.1920928955078125e-07
75.84114837646484,1599,-41.987369537353516,1600,8000,251,0.19599038,361.6943054199219,1.029753565788269,0.0007,31,0.0
7.341139316558838,1699,-41.9565544128418,1700,8500,252,1.3556736,-22.556419372558594,1.0286955833435059,0.0007,33,-0.011242032051086426
4.221389293670654,1799,-41.991424560546875,1800,9000,252,3.4746017,85.83924865722656,1.030067801475525,0.0007,35,0.0
4.350244045257568,1899,-42.06959533691406,1900,9500,252,-1.0234178,-76.61187744140625,1.0326435565948486,0.0007,37,-0.05045449733734131
18.122997283935547,1999,-42.1060791015625,2000,10000,253,-1.0757183,-140.33255004882812,1.0339246988296509,0.0007,39,0.0
9.129095077514648,2099,-42.15110778808594,2100,10500,254,1.6920049,19.087249755859375,1.0357725620269775,0.0007,41,-0.019612550735473633
16.177324295043945,2199,-42.133853912353516,2200,11000,254,-8.478699,-82.6820297241211,1.0346425771713257,0.0007,43,0.0
1788.237548828125,2299,-42.12660217285156,2300,11500,254,9.7949505,-1646.656982421875,1.0348281860351562,0.0007,45,3.62396240234375e-05
14.63538646697998,2399,-42.186927795410156,2400,12000,255,0.1796612,115.24028015136719,1.036847710609436,0.0007,46,-0.07777464389801025
0.5045166611671448,2499,-42.25466537475586,2500,12500,255,1.7031494,-24.229373931884766,1.0392587184906006,0.0007,48,0.0
0.37985020875930786,2599,-42.284854888916016,2600,13000,256,0.38848096,4.89787483215332,1.0401943922042847,0.0007,50,5.960464477539063e-08
0.8682198524475098,2699,-42.34724044799805,2700,13500,256,-0.15106604,-28.09273910522461,1.0428510904312134,0.0007,52,0.0
22.91876792907715,2799,-42.40397644042969,2800,14000,256,1.6886514,179.87014770507812,1.0445523262023926,0.0007,54,0.0
5.0467658042907715,2899,-42.44340515136719,2900,14500,257,1.3793198,-89.0540771484375,1.0465459823608398,0.0007,56,0.0
1.7593863010406494,2999,-42.519222259521484,3000,15000,257,0.22204357,46.903053283691406,1.0493186712265015,0.0007,58,1.1920928955078125e-07
2.2799391746520996,3099,-42.610050201416016,3100,15500,257,-0.649102,57.5624885559082,1.0525190830230713,0.0007,60,0.0
7.177631378173828,3199,-42.628562927246094,3200,16000,257,-1.4454153,-14.10863971710205,1.0531672239303589,0.0007,62,0.0
3.355916976928711,3299,-42.70161819458008,3300,16500,257,0.9552502,-73.8340072631836,1.0556895732879639,0.0007,64,0.0
4.958645820617676,3399,-42.73869323730469,3400,17000,257,4.0087876,-27.953571319580078,1.057603359222412,0.0007,65,0.0
10.41085147857666,3499,-42.67635726928711,3500,17500,257,-1.0238118,118.4380874633789,1.0550278425216675,0.0007,67,0.031987547874450684
3.6947028636932373,3599,-42.65484619140625,3600,18000,257,1.7178808,-59.3028678894043,1.0540999174118042,0.0007,69,1.1920928955078125e-07
9.38128662109375,3699,-42.650272369384766,3700,18500,257,-1.0122236,106.5335693359375,1.0539765357971191,0.0007,71,-1.1920928955078125e-07
0.81798255443573,3799,-42.71601867675781,3800,19000,257,0.7615068,21.853153228759766,1.0561050176620483,0.0007,73,0.0
1.3464206457138062,3899,-42.695587158203125,3900,19500,257,1.6124144,-44.380149841308594,1.055733561515808,0.0007,75,-0.021251320838928223
4.323007106781006,3999,-42.75320816040039,4000,20000,257,3.3433785,-67.67265319824219,1.0579676628112793,0.0007,77,-1.1920928955078125e-07
1.8550628423690796,4099,-42.697784423828125,4100,20500,258,-0.05772839,36.25623321533203,1.0560437440872192,0.0007,79,0.02024519443511963
23.63332748413086,4199,-42.74657440185547,4200,21000,257,1.104371,-178.47021484375,1.057680368423462,0.0007,81,0.0
7.195819854736328,4299,-42.753868103027344,4300,21500,258,5.1953387,-96.97370910644531,1.0580360889434814,0.0007,83,0.0
4.169208526611328,4399,-42.796051025390625,4400,22000,257,1.6689249,-5.977132320404053,1.0596264600753784,0.0007,85,-1.1920928955078125e-07
24.08828353881836,4499,-42.76316833496094,4500,22500,258,-1.516844,161.00927734375,1.0582572221755981,0.0007,87,0.0
12.109004974365234,4599,-42.77452087402344,4600,23000,257,4.9441032,98.06929779052734,1.0586782693862915,0.0007,89,-1.1920928955078125e-07
11.705020904541016,4699,-42.774864196777344,4700,23500,257,0.22843331,-131.5312957763672,1.058802843093872,0.0007,91,0.0
7.044966220855713,4799,-42.830101013183594,4800,24000,257,-1.0687693,-101.7373275756836,1.0608279705047607,0.0007,93,0.0
2.2106127738952637,4899,-42.856937408447266,4900,24500,258,0.112078,-56.737693786621094,1.0618135929107666,0.0007,94,0.0
6.480443000793457,4999,-42.876670837402344,5000,25000,258,0.36070094,73.7898178100586,1.0625519752502441,0.0007,96,0.0
9.584299087524414,5099,-42.885746002197266,5100,25500,258,-2.357558,-53.69147872924805,1.0629985332489014,0.0007,98,-1.1920928955078125e-07
112.1197280883789,5199,-42.90961456298828,5200,26000,258,6.3990483,-476.41583251953125,1.0637158155441284,0.0007,100,0.0
0.22466883063316345,5299,-42.88359069824219,5300,26500,258,0.42907417,9.86601734161377,1.063053846359253,0.0007,102,0.0
9.730064392089844,5399,-42.89836883544922,5400,27000,258,-0.045664527,22.101062774658203,1.0635316371917725,0.0007,104,0.0
26.13555908203125,5499,-42.89387512207031,5500,27500,258,1.7988857,64.0863265991211,1.0637421607971191,0.0007,106,-1.1920928955078125e-07
19.94416618347168,5599,-42.939849853515625,5600,28000,258,-1.2324262,-159.01919555664062,1.0653291940689087,0.0007,108,0.0
29.27157211303711,5699,-42.93413543701172,5700,28500,258,-3.4662838,-213.0363311767578,1.0649572610855103,0.0007,110,-0.0006291866302490234
4.504724025726318,5799,-42.93894958496094,5800,29000,258,1.4567207,-46.82140350341797,1.0648808479309082,0.0007,112,-1.1920928955078125e-07
0.40220528841018677,5899,-42.94139862060547,5900,29500,258,0.2702073,-5.084948539733887,1.0652709007263184,0.0007,114,5.960464477539063e-08
19.041759490966797,5999,-42.99678421020508,6000,30000,257,-1.4431515,163.1354522705078,1.0673588514328003,0.0007,116,0.037666380405426025
4.446636199951172,6099,-42.96954345703125,6100,30500,257,-2.8356717,-26.395959854125977,1.0665427446365356,0.0007,118,0.0
36.34505081176758,6199,-43.044273376464844,6200,31000,257,-0.6085258,-266.1285095214844,1.068954348564148,0.0007,120,0.0
19.778366088867188,6299,-43.00493621826172,6300,31500,257,3.0882957,128.81771850585938,1.067624807357788,0.0007,122,0.0
9.639863014221191,6399,-42.974639892578125,6400,32000,257,1.9702951,108.3864517211914,1.0661675930023193,0.0007,124,-0.00028061866760253906
3.430042266845703,6499,-43.014713287353516,6500,32500,257,-3.2468185,1.3188858032226562,1.0679417848587036,0.0007,126,0.0008435845375061035
6.9507856369018555,6599,-42.98143005371094,6600,33000,258,-0.86262,-83.88275146484375,1.0667275190353394,0.0007,127,0.00033152103424072266
437.4833984375,6699,-42.96743392944336,6700,33500,258,-6.4454904,-808.4554443359375,1.066506266593933,0.0007,129,-7.963180541992188e-05
14.567972183227539,6799,-43.01691818237305,6800,34000,258,-0.4018474,-149.03982543945312,1.068153738975525,0.0007,131,1.7881393432617188e-07
18.772436141967773,6899,-43.09837341308594,6900,34500,258,-0.7094875,-2.915447950363159,1.0713000297546387,0.0007,133,0.0
0.3031458258628845,6999,-43.092105865478516,7000,35000,258,0.048136707,9.33478832244873,1.0711572170257568,0.0007,135,0.0
0.8424743413925171,7099,-43.09593963623047,7100,35500,258,1.1145597,11.862171173095703,1.0713019371032715,0.0007,137,-1.1920928955078125e-07
56.941322326660156,7199,-43.141685485839844,7200,36000,258,2.3927906,-310.05169677734375,1.0730321407318115,0.0007,139,0.0
15.805234909057617,7299,-43.076663970947266,7300,36500,258,-0.63330555,83.55171203613281,1.0705618858337402,0.0007,141,5.960464477539063e-08
100.3088607788086,7399,-43.0202522277832,7400,37000,258,-6.5252132,-417.72296142578125,1.0686848163604736,0.0007,143,0.0
65.36658477783203,7499,-43.023956298828125,7500,37500,258,-3.0492442,325.8482971191406,1.0689467191696167,0.0007,145,0.0
2.6391289234161377,7599,-43.038692474365234,7600,38000,258,1.6852865,-55.271148681640625,1.0694297552108765,0.0007,147,-1.1920928955078125e-07
2.3095760345458984,7699,-43.07784652709961,7700,38500,258,1.3490764,-49.75448226928711,1.0706753730773926,0.0007,149,5.960464477539063e-08
4.536506175994873,7799,-43.02567672729492,7800,39000,258,-2.7180917,-72.14280700683594,1.0688573122024536,0.0007,150,0.0
78.55976104736328,7899,-43.046058654785156,7900,39500,258,4.5141373,328.5615539550781,1.0695009231567383,0.0007,152,0.0
3.429184675216675,7999,-43.06510925292969,8000,40000,258,0.03673548,-68.5445327758789,1.070270299911499,0.0007,154,0.0
15.28388786315918,8099,-43.08524703979492,8100,40500,258,3.5111928,-56.81696701049805,1.070797085762024,0.0007,156,0.0
1.779955506324768,8199,-43.09952163696289,8200,41000,258,-0.44883797,-49.296424865722656,1.071433186531067,0.0007,158,0.0
3.008989095687866,8299,-43.12876510620117,8300,41500,258,-1.7282352,62.1807861328125,1.072205662727356,0.0007,160,0.0
5.458618640899658,8399,-43.165626525878906,8400,42000,258,-4.7272525,83.94325256347656,1.073582649230957,0.0007,162,5.960464477539063e-08
2.7898287773132324,8499,-43.1746826171875,8500,42500,258,2.0208774,71.89842224121094,1.0739519596099854,0.0007,164,-1.1920928955078125e-07
56.43700408935547,8599,-43.18400192260742,8600,43000,258,-8.656191,254.7567138671875,1.0743720531463623,0.0007,166,0.0
4.662787437438965,8699,-43.234100341796875,8700,43500,258,2.5500374,89.62350463867188,1.0765106678009033,0.0007,168,0.0385512113571167
3.712545871734619,8799,-43.26654815673828,8800,44000,258,1.37903,-82.35595703125,1.077181339263916,0.0007,170,0.0
11.628737449645996,8899,-43.22242736816406,8900,44500,258,0.2951978,118.16500091552734,1.0754828453063965,0.0007,172,0.02597099542617798
3.8698153495788574,8999,-43.24225997924805,9000,45000,258,-0.5138051,16.77792739868164,1.0761115550994873,0.0007,174,0.0
0.4524526000022888,9099,-43.24540710449219,9100,45500,258,1.6285613,-13.034152030944824,1.076491355895996,0.0007,176,2.384185791015625e-07
5.800932884216309,9199,-43.3497200012207,9200,46000,258,1.242414,69.77631378173828,1.080471396446228,0.0007,178,1.1920928955078125e-07
22.27195167541504,9299,-43.39285659790039,9300,46500,258,-0.16902742,-194.9786376953125,1.0820696353912354,0.0007,180,0.0280115008354187
13.276166915893555,9399,-43.469810485839844,9400,47000,258,-1.1850706,150.1597900390625,1.0849477052688599,0.0007,182,0.0
4.097924709320068,9499,-43.45743179321289,9500,47500,258,0.56177974,36.3072624206543,1.0844382047653198,0.0007,184,0.0
242.2754669189453,9599,-43.47156524658203,9600,48000,258,-0.71767235,-729.8836059570312,1.0848827362060547,0.0007,186,0.0
10.421857833862305,9699,-43.43718338012695,9700,48500,257,-2.964393,140.07699584960938,1.0839946269989014,0.0007,188,0.0
26.21234130859375,9799,-43.41859436035156,9800,49000,257,3.1505585,159.68740844726562,1.0835257768630981,0.0007,189,0.0
0.43514570593833923,9899,-43.45146560668945,9900,49500,257,-0.28215516,19.958393096923828,1.084251046180725,0.0007,191,0.03360307216644287
1.2747461795806885,9999,-43.48443603515625,10000,50000,257,-1.1630583,35.21277618408203,1.0856870412826538,0.0007,193,-2.384185791015625e-07
